"age","workclass","education","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","over50k"
34," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,48," <=50K"
40," State-gov"," Masters"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",1506,0,40," <=50K"
18," Private"," Some-college"," Never-married"," Protective-serv"," Own-child"," White"," Female",0,0,20," <=50K"
27," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,52," <=50K"
31," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
39," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," >50K"
44," Local-gov"," Assoc-acdm"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," <=50K"
23," Local-gov"," Assoc-acdm"," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,52," <=50K"
47," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,20," >50K"
41," Private"," Bachelors"," Separated"," Prof-specialty"," Not-in-family"," Black"," Female",99999,0,60," >50K"
36," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,52," <=50K"
25," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,48," <=50K"
20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," <=50K"
46," Private"," Assoc-acdm"," Married-civ-spouse"," Transport-moving"," Husband"," Other"," Male",0,0,36," <=50K"
31," Private"," Assoc-voc"," Divorced"," Sales"," Own-child"," White"," Female",0,0,38," <=50K"
43," Local-gov"," Masters"," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," <=50K"
24," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
24," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," <=50K"
24," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," >50K"
42," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," <=50K"
38," Federal-gov"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,42," >50K"
39," Private"," Assoc-acdm"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,24," <=50K"
46," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,38," >50K"
39," Private"," Bachelors"," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," <=50K"
24," Private"," HS-grad"," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," <=50K"
32," Private"," Assoc-voc"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," >50K"
28," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," <=50K"
31," Private"," 10th"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,38," <=50K"
35," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,70," <=50K"
21," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
24," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",0,0,17," <=50K"
54," ?"," Some-college"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," <=50K"
34," Private"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
19," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
34," Local-gov"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,33," <=50K"
67," Private"," HS-grad"," Widowed"," Exec-managerial"," Unmarried"," White"," Male",0,0,38," >50K"
25," Private"," Some-college"," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,25," <=50K"
24," State-gov"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
47," Local-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," <=50K"
43," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," <=50K"
20," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," <=50K"
44," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,60," <=50K"
28," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,55," <=50K"
24," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," <=50K"
42," Private"," Some-college"," Widowed"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
37," Private"," Masters"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,60," >50K"
25," State-gov"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,20," <=50K"
46," Self-emp-not-inc"," Bachelors"," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,25," <=50K"
56," Federal-gov"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
31," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",8614,0,40," >50K"
30," Local-gov"," Masters"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
23," Private"," 9th"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,35," <=50K"
62," Self-emp-inc"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,15," <=50K"
38," Self-emp-not-inc"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,60," <=50K"
44," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,72," <=50K"
29," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
59," Private"," HS-grad"," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
36," Private"," 11th"," Never-married"," Transport-moving"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,65," <=50K"
58," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
22," State-gov"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
34," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",27828,0,40," >50K"
20," Self-emp-not-inc"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," <=50K"
55," Private"," 11th"," Divorced"," Sales"," Own-child"," White"," Female",0,0,20," <=50K"
36," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
47," Private"," Bachelors"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,1564,51," >50K"
17," Private"," 10th"," Never-married"," Sales"," Other-relative"," White"," Male",0,0,30," <=50K"
17," ?"," 10th"," Never-married"," ?"," Own-child"," White"," Female",0,0,20," <=50K"
46," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," <=50K"
29," Private"," 10th"," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,25," <=50K"
24," Private"," 12th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,38," <=50K"
50," Private"," Assoc-voc"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," <=50K"
45," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," >50K"
20," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," <=50K"
43," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
21," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
32," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," <=50K"
20," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,20," <=50K"
51," Private"," Assoc-acdm"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," <=50K"
31," Local-gov"," HS-grad"," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," <=50K"
50," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,40," >50K"
40," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,22," <=50K"
44," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," >50K"
39," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
43," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,40," >50K"
43," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," >50K"
55," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
32," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
22," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," <=50K"
34," Self-emp-inc"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," <=50K"
28," ?"," Assoc-acdm"," Never-married"," ?"," Other-relative"," White"," Male",0,0,40," <=50K"
40," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," <=50K"
20," Private"," Assoc-voc"," Never-married"," Sales"," Not-in-family"," Black"," Female",0,0,35," <=50K"
26," Private"," Bachelors"," Never-married"," Prof-specialty"," Unmarried"," Black"," Female",0,0,35," <=50K"
44," State-gov"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",5013,0,40," <=50K"
28," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,50," <=50K"
56," Private"," 11th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," <=50K"
64," State-gov"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,24," <=50K"
50," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
25," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," <=50K"
52," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," >50K"
59," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1579,60," <=50K"
58," Private"," 9th"," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," <=50K"
56," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,32," >50K"
39," Private"," HS-grad"," Never-married"," Tech-support"," Not-in-family"," White"," Male",4650,0,44," <=50K"
20," ?"," Some-college"," Never-married"," ?"," Own-child"," White"," Male",0,0,32," <=50K"
55," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
22," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," <=50K"
21," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," <=50K"
22," Private"," Some-college"," Never-married"," Tech-support"," Other-relative"," White"," Female",0,0,40," <=50K"
36," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,40," >50K"
34," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
42," Private"," Assoc-voc"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," <=50K"
60," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," Amer-Indian-Eskimo"," Male",0,0,50," <=50K"
45," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," >50K"
22," Private"," Bachelors"," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,30," <=50K"
19," Private"," 5th-6th"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,50," <=50K"
31," Self-emp-inc"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,65," >50K"
44," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
26," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," <=50K"
39," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
25," Private"," 9th"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,48," <=50K"
40," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
34," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,60," <=50K"
24," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," <=50K"
41," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,50," <=50K"
34," Self-emp-not-inc"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,1504,60," <=50K"
19," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," <=50K"
43," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," >50K"
50," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," >50K"
21," Private"," HS-grad"," Divorced"," Sales"," Other-relative"," White"," Female",0,0,40," <=50K"
44," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,70," >50K"
18," Private"," 12th"," Never-married"," Sales"," Own-child"," White"," Male",594,0,14," <=50K"
24," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," Black"," Male",0,1721,30," <=50K"
42," Private"," HS-grad"," Separated"," Craft-repair"," Unmarried"," White"," Male",0,0,40," <=50K"
63," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," <=50K"
44," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," >50K"
40," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,50," <=50K"
50," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," >50K"
34," Private"," 11th"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,43," <=50K"
53," Local-gov"," HS-grad"," Married-spouse-absent"," Transport-moving"," Other-relative"," White"," Female",0,0,35," <=50K"
57," Private"," Assoc-voc"," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
37," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," >50K"
44," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
43," Private"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
39," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
43," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," <=50K"
17," Private"," 10th"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,16," <=50K"
23," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,25," <=50K"
38," Private"," 9th"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," <=50K"
34," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",0,3770,45," <=50K"
41," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," >50K"
32," Private"," Bachelors"," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," <=50K"
34," Private"," Bachelors"," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," >50K"
48," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," <=50K"
23," Private"," Some-college"," Married-civ-spouse"," Sales"," Own-child"," White"," Female",0,0,16," <=50K"
26," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
35," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," <=50K"
47," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," <=50K"
42," Private"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,653,50," >50K"
46," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,15," <=50K"
32," Private"," Prof-school"," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,60," >50K"
34," ?"," 11th"," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,8," <=50K"
43," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," <=50K"
36," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," <=50K"
38," Self-emp-not-inc"," Some-college"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," <=50K"
44," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," >50K"
61," Federal-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,30," <=50K"
22," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," <=50K"
40," Private"," Bachelors"," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,45," <=50K"
30," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
24," Federal-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
22," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," <=50K"
18," Private"," 10th"," Never-married"," Other-service"," Own-child"," White"," Male",0,0,11," <=50K"
35," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
47," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,30," <=50K"
25," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
42," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",5178,0,50," >50K"
31," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Wife"," White"," Female",5178,0,35," >50K"
21," Private"," 10th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,25," <=50K"
48," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
38," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," >50K"
32," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
49," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
36," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
27," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,38," <=50K"
30," Federal-gov"," Assoc-acdm"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
27," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," <=50K"
55," Private"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," >50K"
58," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
44," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," <=50K"
48," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," >50K"
23," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,25," <=50K"
32," Private"," Assoc-acdm"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,62," <=50K"
31," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
48," Private"," 7th-8th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1672,55," <=50K"
40," Private"," 10th"," Divorced"," Transport-moving"," Own-child"," White"," Male",0,0,40," <=50K"
57," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,60," <=50K"
20," Local-gov"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," <=50K"
23," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," <=50K"
58," Private"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,35," >50K"
47," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3137,0,40," <=50K"
37," Local-gov"," Assoc-voc"," Never-married"," Protective-serv"," Not-in-family"," White"," Female",0,0,40," <=50K"
34," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
18," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Female",0,0,10," <=50K"
50," Private"," Bachelors"," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," <=50K"
40," Private"," Some-college"," Divorced"," Tech-support"," Unmarried"," White"," Female",0,213,40," <=50K"
55," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," <=50K"
37," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," Black"," Male",0,0,44," <=50K"
41," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,50," <=50K"
35," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
22," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
41," State-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," <=50K"
36," Private"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," <=50K"
42," Federal-gov"," Bachelors"," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,40," <=50K"
66," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," >50K"
26," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,65," >50K"
43," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,35," <=50K"
46," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,25," <=50K"
60," ?"," HS-grad"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,32," <=50K"
50," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,40," >50K"
39," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,30," <=50K"
55," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," >50K"
35," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,60," <=50K"
24," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
53," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," <=50K"
43," Self-emp-not-inc"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
54," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
55," Private"," Some-college"," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,38," <=50K"
57," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,52," <=50K"
24," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," <=50K"
36," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,55," >50K"
46," Private"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," <=50K"
36," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
56," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",7688,0,50," >50K"
53," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,40," >50K"
51," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," <=50K"
29," Private"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
22," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," >50K"
43," ?"," HS-grad"," Divorced"," ?"," Unmarried"," White"," Female",0,0,40," <=50K"
50," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
20," ?"," Some-college"," Never-married"," ?"," Own-child"," White"," Female",0,0,30," <=50K"
50," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,60," <=50K"
51," ?"," HS-grad"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," >50K"
18," Private"," 11th"," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,28," <=50K"
57," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
31," Private"," 10th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2105,0,40," <=50K"
62," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,10," <=50K"
27," ?"," Assoc-voc"," Married-civ-spouse"," ?"," Wife"," Amer-Indian-Eskimo"," Female",0,0,40," >50K"
35," ?"," HS-grad"," Never-married"," ?"," Not-in-family"," White"," Female",0,0,4," <=50K"
52," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," <=50K"
25," Self-emp-not-inc"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," <=50K"
21," ?"," Some-college"," Never-married"," ?"," Own-child"," White"," Male",0,0,40," <=50K"
58," Private"," 7th-8th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," <=50K"
65," ?"," Bachelors"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," >50K"
42," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," <=50K"
