part_id,year,hand_eye,scholarship,treat_a,treat_r,male,sport_code
1081, 2013, 56.943422525592524, 1, 0, 0, 1, 14
1380, 2013, 40.80484017788343, 0, 0, 0, 0, 18
1437, 2013, 24.985175263426378, 0, 0, 0, 1, 11
1583, 2012, 44.89833346116817, 0, 0, 0, 1, 13
1310, 2013, 60.838896401347576, 1, 0, 0, 0, 20
1382, 2012, 48.55534707232518, 1, 0, 0, 0, 23
1621, 2012, 27.237667457785935, 1, 0, 0, 0, 23
1217, 2013, 44.76112690997245, 1, 0, 0, 0, 13
1457, 2012, 56.78223621798925, 1, 0, 0, 0, 22
1198, 2013, 64.64512369227698, 1, 0, 1, 0, 18
1465, 2012, 49.757951593681526, 1, 0, 0, 1, 14
1229, 2012, 63.07863515012895, 1, 0, 1, 1, 10
1374, 2012, 61.02024284214108, 1, 0, 0, 1, 14
1315, 2012, 56.81692031341342, 1, 0, 0, 1, 25
1115, 2012, 72.56998236877564, 1, 0, 1, 0, 13
1449, 2012, 29.721007797227806, 0, 0, 0, 1, 26
1329, 2013, 48.82541497678465, 1, 0, 1, 0, 27
1332, 2012, 43.70961541070331, 1, 0, 1, 1, 21
1252, 2013, 54.598785372529015, 1, 0, 0, 0, 18
1295, 2012, 49.37234031163308, 0, 0, 0, 0, 16
1254, 2012, 36.448547783085914, 1, 0, 0, 1, 16
1141, 2013, 50.31870271070172, 1, 0, 0, 1, 27
1130, 2012, 67.85813028330242, 1, 0, 1, 0, 26
1489, 2012, 58.93414936883075, 1, 0, 0, 1, 17
1003, 2013, 69.01374656153868, 1, 0, 0, 1, 20
1207, 2012, 54.641940483758304, 1, 0, 0, 0, 16
1225, 2012, 61.488899447995315, 1, 0, 0, 1, 19
1099, 2013, 44.987906945584314, 1, 0, 0, 1, 10
1384, 2013, 53.40538443980332, 0, 0, 1, 1, 27
1555, 2013, 57.82087717017932, 1, 0, 1, 1, 12
1335, 2012, 43.90404338237237, 1, 0, 1, 1, 28
1599, 2012, 69.04988989430073, 1, 0, 0, 1, 18
1001, 2013, 62.439975999456244, 1, 0, 0, 1, 10
1066, 2013, 53.56084869850209, 1, 0, 0, 1, 14
1192, 2012, 42.013412448054545, 1, 0, 0, 1, 28
1084, 2012, 62.832698608075795, 1, 0, 0, 0, 17
1458, 2012, 48.22609348992698, 1, 0, 0, 1, 21
1222, 2013, 55.34254827007652, 0, 0, 1, 1, 26
1504, 2013, 37.25399865094629, 1, 0, 0, 0, 13
1409, 2013, 47.879693109974475, 1, 0, 0, 1, 23
1263, 2013, 36.492643651438556, 1, 0, 0, 0, 25
1098, 2013, 68.52095788352518, 1, 0, 1, 1, 19
1247, 2012, 53.22787563495101, 0, 0, 0, 1, 14
1552, 2012, 48.39109696087017, 1, 0, 1, 0, 18
1640, 2012, 68.9109761656504, 0, 0, 1, 0, 16
1037, 2013, 29.11617069699767, 1, 0, 0, 0, 22
1300, 2012, 54.82735443613243, 0, 0, 0, 1, 15
1017, 2013, 55.79344979978466, 1, 0, 0, 0, 11
1259, 2012, 55.36948012587445, 1, 0, 1, 1, 23
1111, 2013, 63.19398333735765, 1, 0, 1, 1, 10
1582, 2012, 42.82014461055204, 1, 0, 0, 0, 20
1339, 2012, 46.24262919821881, 1, 0, 1, 0, 17
1228, 2012, 52.93784766521494, 1, 0, 0, 1, 12
1183, 2013, 49.64599559962177, 1, 0, 0, 0, 14
1365, 2012, 38.9349826016365, 0, 0, 0, 1, 25
1238, 2013, 52.02144586067573, 1, 0, 0, 1, 10
1596, 2012, 51.545978444653926, 1, 0, 0, 1, 10
1185, 2012, 48.08276119876849, 1, 0, 0, 1, 20
1469, 2012, 44.22102360300679, 0, 0, 1, 0, 22
1121, 2012, 67.5544663359868, 0, 0, 1, 0, 22
1181, 2013, 48.878336915813165, 1, 0, 1, 0, 17
1395, 2012, 41.78195629001506, 0, 0, 0, 0, 27
1636, 2013, 57.11717364109709, 1, 0, 0, 1, 23
1230, 2013, 43.8026533814677, 1, 0, 0, 0, 16
1471, 2013, 38.18331305102333, 1, 0, 0, 0, 12
1537, 2013, 49.151952183156965, 1, 0, 0, 1, 20
1375, 2012, 40.526908601835075, 1, 0, 0, 1, 10
1042, 2012, 34.52529247693592, 1, 0, 0, 0, 26
1432, 2013, 44.26189034686221, 1, 0, 1, 1, 27
1023, 2012, 47.535848050205445, 1, 0, 0, 1, 19
1388, 2013, 71.00874320776796, 1, 0, 1, 1, 24
1294, 2012, 79.78749532551767, 1, 0, 0, 1, 13
1309, 2012, 60.20712628022293, 1, 0, 0, 1, 14
1447, 2012, 59.93667196643332, 1, 0, 0, 0, 23
1009, 2012, 61.35868773705364, 1, 0, 0, 0, 20
1223, 2012, 52.06019181543591, 1, 0, 0, 1, 21
1559, 2013, 45.74911644516617, 1, 0, 0, 1, 28
1094, 2013, 59.666804287680506, 1, 0, 1, 0, 11
1251, 2012, 38.051521256993254, 1, 0, 0, 1, 28
1150, 2013, 39.43009066909767, 1, 0, 0, 0, 20
1411, 2013, 21.452218740183035, 1, 0, 0, 1, 10
1029, 2013, 57.51783277140296, 0, 0, 0, 0, 25
1400, 2013, 49.55569705353315, 1, 0, 1, 0, 28
1127, 2013, 38.26813478130129, 1, 0, 0, 0, 27
1152, 2012, 61.64848816839897, 1, 0, 1, 1, 10
1510, 2012, 48.872106086818235, 1, 0, 1, 0, 25
1236, 2013, 66.48060939169929, 1, 0, 0, 1, 10
1203, 2012, 44.63956088208321, 1, 0, 1, 0, 19
1581, 2013, 77.63779326421827, 0, 0, 0, 1, 23
1541, 2013, 58.02740181223329, 1, 0, 0, 0, 15
1607, 2013, 47.32454631750733, 1, 0, 0, 1, 22
1576, 2013, 41.078272021483244, 1, 0, 1, 1, 19
1407, 2013, 61.88885763224052, 1, 0, 1, 0, 18
1272, 2013, 77.71609327914567, 1, 0, 1, 0, 16
1094, 2012, 59.61333725589955, 1, 0, 1, 0, 11
1083, 2012, 45.04445053971565, 0, 0, 1, 1, 20
1611, 2013, 55.879665888106175, 1, 0, 1, 1, 18
1163, 2012, 49.06636616334806, 1, 0, 0, 0, 28
1236, 2012, 60.09021579383092, 1, 0, 0, 1, 10
1194, 2013, 43.80329278675332, 1, 0, 0, 0, 20
1054, 2013, 49.37003693324407, 0, 0, 1, 0, 20
1250, 2012, 53.452130707117185, 1, 0, 0, 0, 12
1256, 2012, 54.83946912162306, 1, 0, 0, 1, 22
1415, 2012, 43.33535505619528, 1, 0, 0, 1, 10
1362, 2012, 30.716086990678765, 1, 0, 0, 1, 12
1593, 2013, 56.146694315328354, 0, 0, 1, 1, 13
1548, 2013, 64.35231162111526, 1, 0, 1, 1, 13
1421, 2012, 62.43963115827046, 0, 0, 0, 0, 27
1323, 2013, 38.24966732960073, 1, 0, 0, 0, 16
1280, 2012, 49.43428725544218, 1, 0, 0, 1, 13
1500, 2013, 43.43453326294216, 1, 0, 0, 0, 21
1294, 2013, 80.69678101769712, 1, 0, 0, 1, 13
1066, 2012, 46.23153303050149, 1, 0, 0, 1, 14
1598, 2013, 60.5120387953716, 1, 0, 0, 1, 18
1080, 2012, 49.54074508438112, 1, 0, 1, 0, 22
1438, 2012, 37.85432293668449, 0, 0, 1, 0, 25
1536, 2012, 50.554527255137096, 1, 0, 0, 1, 10
1435, 2012, 53.9005223442545, 1, 0, 0, 0, 14
1594, 2013, 52.2082612257664, 1, 0, 1, 0, 25
1322, 2013, 47.15597429234531, 1, 0, 0, 0, 23
1075, 2012, 60.672390874935886, 1, 0, 1, 0, 28
1121, 2013, 74.63774527007547, 0, 0, 1, 0, 22
1393, 2013, 53.88361698422984, 1, 0, 0, 1, 10
1600, 2013, 40.76079866458861, 1, 0, 1, 1, 10
1216, 2012, 41.63906124552393, 1, 0, 1, 0, 27
1089, 2012, 42.04803789053674, 1, 0, 0, 1, 10
1093, 2012, 58.171331163750004, 0, 0, 0, 0, 15
1289, 2013, 44.98852281890512, 1, 0, 0, 1, 27
1296, 2012, 49.03477055339925, 1, 0, 0, 0, 14
1500, 2012, 38.62923523290204, 1, 0, 0, 0, 21
1536, 2013, 52.70201801991625, 1, 0, 0, 1, 10
1557, 2013, 52.96520748331782, 1, 0, 1, 1, 10
1213, 2013, 62.10618074866491, 1, 0, 0, 1, 10
1442, 2012, 43.5377034364271, 1, 0, 1, 1, 10
1019, 2012, 32.61383463650348, 1, 0, 0, 1, 25
1638, 2012, 54.18989158411181, 1, 0, 1, 0, 20
1282, 2012, 33.14470524667494, 1, 0, 1, 0, 19
1613, 2013, 70.98769669615358, 1, 0, 1, 1, 17
1264, 2012, 32.70064602647629, 0, 0, 1, 1, 15
1122, 2012, 38.844624984204344, 1, 0, 0, 1, 10
1329, 2012, 48.029427148540094, 1, 0, 1, 0, 27
1399, 2012, 51.961871766128525, 1, 0, 1, 1, 10
1469, 2013, 53.4212235556563, 0, 0, 1, 0, 22
1596, 2013, 52.00142227125139, 1, 0, 0, 1, 10
1005, 2012, 47.59746840108834, 0, 0, 1, 1, 19
1400, 2012, 49.448490451258664, 1, 0, 1, 0, 28
1547, 2012, 45.22263263724565, 1, 0, 0, 1, 11
1293, 2013, 49.17582832272656, 1, 0, 1, 0, 21
1065, 2013, 48.19977133134299, 1, 0, 0, 1, 14
1531, 2013, 51.59694856318073, 1, 0, 0, 1, 10
1539, 2012, 59.51181279536193, 0, 0, 1, 0, 25
1082, 2012, 37.738928182573275, 1, 0, 1, 1, 16
1549, 2013, 53.10548997484749, 0, 0, 0, 0, 24
1229, 2013, 68.73350238708043, 1, 0, 1, 1, 10
1292, 2012, 58.327511192657546, 1, 0, 0, 0, 12
1044, 2013, 72.41010613834854, 1, 0, 1, 1, 10
1635, 2012, 39.476225098386955, 1, 0, 0, 1, 28
1005, 2013, 41.92301909552634, 0, 0, 1, 1, 19
1092, 2013, 34.68418540913882, 1, 0, 0, 1, 10
1623, 2012, 41.379672614417785, 1, 0, 1, 0, 27
1279, 2012, 51.96758260260405, 1, 0, 0, 1, 25
1257, 2013, 65.93319846805444, 1, 0, 0, 0, 22
1301, 2013, 48.9530513557106, 1, 0, 0, 1, 10
1560, 2013, 43.42331182251566, 1, 0, 0, 0, 20
1181, 2012, 48.79484025853929, 1, 0, 1, 0, 17
1519, 2013, 50.32577124762897, 0, 0, 0, 0, 24
1615, 2013, 89.05004499795402, 1, 0, 1, 1, 10
1162, 2012, 59.37808434439619, 0, 0, 1, 1, 25
1023, 2013, 41.04287029515796, 1, 0, 0, 1, 19
1286, 2012, 56.890480099181424, 1, 0, 0, 1, 10
1206, 2012, 48.92745962814438, 1, 0, 1, 1, 23
1008, 2013, 46.741883385887355, 1, 0, 0, 1, 22
1177, 2012, 68.7547952587, 1, 0, 0, 0, 20
1053, 2012, 54.30135003973409, 1, 0, 0, 1, 14
1478, 2012, 46.76118293019299, 1, 0, 1, 1, 10
1115, 2013, 76.66456773960421, 1, 0, 1, 0, 13
1132, 2013, 44.15107644710919, 1, 0, 0, 0, 24
1530, 2013, 57.39857191286843, 1, 0, 1, 1, 10
1393, 2012, 53.16478151087327, 1, 0, 0, 1, 10
1211, 2013, 22.459925709093284, 1, 0, 0, 0, 23
1065, 2012, 48.496943747591274, 1, 0, 0, 1, 14
1475, 2013, 52.92587019223722, 1, 0, 0, 0, 26
1589, 2013, 53.307580572572746, 1, 0, 0, 0, 12
1402, 2012, 43.30369613798017, 1, 0, 0, 0, 24
1333, 2013, 49.9408609203942, 1, 0, 1, 0, 27
1056, 2012, 49.58769966567388, 0, 0, 0, 1, 19
1376, 2013, 50.99019954463307, 1, 0, 0, 0, 11
1328, 2012, 54.62065172549762, 1, 0, 1, 1, 10
1607, 2012, 45.79362323439769, 1, 0, 0, 1, 22
1580, 2012, 49.19548519794556, 0, 0, 1, 1, 19
1068, 2012, 33.498195321331096, 0, 0, 0, 0, 20
1162, 2013, 51.09046096430929, 0, 0, 1, 1, 25
1106, 2013, 71.16531296165822, 1, 0, 1, 1, 28
1544, 2012, 55.98800036429048, 1, 0, 0, 1, 22
1013, 2013, 56.33945146748392, 1, 0, 0, 0, 20
1481, 2012, 38.74615210831863, 0, 0, 0, 0, 15
1265, 2012, 58.05061337060104, 1, 0, 0, 0, 21
1150, 2012, 38.414767442238166, 1, 0, 0, 0, 20
1371, 2012, 52.339720769300214, 1, 0, 0, 0, 23
1274, 2013, 37.3261798838037, 0, 0, 0, 0, 23
1076, 2012, 62.049113173629955, 1, 0, 0, 0, 12
1070, 2012, 37.13314998237948, 1, 0, 1, 0, 22
1006, 2012, 57.1969300130969, 1, 0, 0, 1, 18
1527, 2012, 58.64799862272203, 0, 0, 0, 0, 25
1330, 2013, 47.97504834211924, 1, 0, 1, 0, 18
1178, 2013, 40.84843937150516, 1, 0, 0, 0, 26
1308, 2012, 55.892208415865774, 1, 0, 0, 0, 18
1476, 2013, 53.40599806015949, 1, 0, 0, 1, 10
1372, 2013, 56.479496977386546, 1, 0, 1, 0, 16
1311, 2012, 63.82102041378167, 1, 0, 1, 0, 12
1287, 2012, 40.48679300452041, 1, 0, 0, 0, 11
1192, 2013, 44.23398465938228, 1, 0, 0, 1, 28
1165, 2012, 54.71313651488557, 1, 0, 0, 1, 11
1448, 2012, 57.857117333768144, 0, 0, 0, 1, 27
1588, 2013, 41.135003513326375, 1, 0, 1, 1, 10
1149, 2013, 35.264668486611505, 1, 0, 0, 1, 10
1552, 2013, 48.33856996919443, 1, 0, 1, 0, 18
1025, 2012, 29.565589207790413, 1, 0, 0, 0, 17
1525, 2013, 51.16588851114286, 0, 0, 0, 0, 26
1248, 2012, 49.41454031718606, 1, 0, 1, 1, 11
1134, 2013, 76.87768038042586, 0, 0, 0, 0, 17
1104, 2013, 41.056142721916274, 1, 0, 1, 1, 27
1303, 2012, 66.99937220288255, 0, 0, 1, 1, 21
1164, 2012, 53.640945071851164, 1, 0, 1, 1, 10
1528, 2013, 33.06857219815509, 1, 0, 0, 1, 23
1454, 2012, 58.55657342170633, 0, 0, 0, 1, 22
1109, 2012, 56.85736563086158, 1, 0, 0, 1, 10
1613, 2012, 58.677735297278325, 1, 0, 1, 1, 17
1310, 2012, 64.99724629054222, 1, 0, 0, 0, 20
1485, 2012, 41.742971171511755, 1, 0, 1, 0, 20
1148, 2013, 40.17856717435929, 1, 0, 0, 1, 10
1451, 2013, 53.56260706338808, 1, 0, 0, 0, 19
1133, 2012, 59.958897461279264, 1, 0, 0, 1, 10
1212, 2012, 60.37055808315124, 1, 0, 0, 1, 10
1071, 2013, 54.86687607576749, 1, 0, 0, 0, 25
1313, 2012, 51.835871216014844, 1, 0, 0, 0, 13
1468, 2013, 65.5175166061931, 1, 0, 1, 0, 17
1000, 2012, 44.12296540287979, 1, 0, 0, 0, 23
1237, 2012, 41.799040227586445, 1, 0, 1, 0, 24
1597, 2012, 55.83598344197207, 1, 0, 1, 1, 16
1153, 2013, 52.54704422255668, 0, 0, 0, 1, 15
1208, 2013, 47.43756430727343, 0, 0, 0, 0, 15
1288, 2013, 68.10932984585546, 1, 0, 1, 1, 12
1526, 2013, 27.694783658193483, 0, 0, 0, 0, 20
1323, 2012, 44.40532408620881, 1, 0, 0, 0, 16
1633, 2013, 56.13929284150608, 1, 0, 1, 0, 14
1036, 2012, 39.60271386203889, 1, 0, 0, 1, 25
1567, 2013, 52.67039553980445, 0, 0, 0, 1, 27
1454, 2013, 55.47117529927772, 0, 0, 0, 1, 22
1535, 2012, 53.37632303425881, 0, 0, 0, 0, 26
1413, 2013, 58.11823055481416, 1, 0, 0, 1, 10
1316, 2012, 57.005957359281496, 1, 0, 1, 0, 24
1475, 2012, 59.32964797749911, 1, 0, 0, 0, 26
1403, 2012, 64.56702531246242, 1, 0, 0, 1, 17
1631, 2012, 61.7187343483666, 1, 0, 1, 1, 11
1445, 2013, 52.85392436485204, 1, 0, 0, 1, 28
1635, 2013, 37.75109170563671, 1, 0, 0, 1, 28
1197, 2012, 60.96469034733013, 1, 0, 1, 1, 10
1462, 2012, 66.66896837878446, 1, 0, 0, 0, 21
1619, 2013, 52.89154675885152, 1, 0, 1, 1, 22
1476, 2012, 56.131305425551126, 1, 0, 0, 1, 10
1609, 2012, 57.43189322736907, 0, 0, 1, 0, 16
1342, 2012, 56.590706141534596, 1, 0, 0, 1, 10
1621, 2013, 23.328832076994082, 1, 0, 0, 0, 23
1408, 2012, 58.51796919858159, 1, 0, 0, 1, 10
1506, 2012, 51.83346799978613, 1, 0, 1, 1, 10
1193, 2013, 49.75884204909599, 1, 0, 0, 0, 23
1631, 2013, 61.15806401008021, 1, 0, 1, 1, 11
1513, 2012, 56.85884192936177, 1, 0, 0, 1, 10
1525, 2012, 53.56956617613023, 0, 0, 0, 0, 26
1387, 2012, 46.03831510475182, 0, 0, 1, 0, 19
1306, 2013, 60.99533329986208, 1, 0, 1, 1, 15
1126, 2013, 53.96793081081888, 1, 0, 1, 1, 26
1584, 2013, 51.633105416208885, 1, 0, 0, 1, 13
1020, 2012, 60.35561558989855, 1, 0, 0, 1, 12
1047, 2013, 60.588978734217505, 0, 0, 0, 1, 20
1414, 2013, 23.207112409704834, 1, 0, 0, 1, 22
1101, 2013, 68.91966041803767, 1, 0, 0, 0, 11
1084, 2013, 63.37488776695641, 1, 0, 0, 0, 17
1619, 2012, 33.710872907750534, 1, 0, 1, 1, 22
1295, 2013, 43.522606036389014, 0, 0, 0, 0, 16
1456, 2012, 35.6688414033912, 1, 0, 0, 0, 18
1550, 2013, 44.90092130238986, 0, 0, 0, 1, 17
1389, 2013, 47.45532293878905, 1, 0, 0, 1, 25
1609, 2013, 59.176557037519835, 0, 0, 1, 0, 16
1027, 2013, 63.199818784670654, 1, 0, 0, 0, 26
1388, 2012, 61.63005241081298, 1, 0, 1, 1, 24
1484, 2013, 57.80276298985273, 1, 0, 0, 1, 17
1558, 2012, 68.5559212868068, 1, 0, 1, 1, 19
1483, 2013, 42.360140515479145, 1, 0, 0, 1, 10
1543, 2013, 44.88023358410174, 1, 0, 0, 1, 24
1087, 2013, 51.82847049298895, 1, 0, 1, 1, 13
1231, 2013, 56.816263398825974, 0, 0, 1, 0, 17
1152, 2013, 61.667639997152634, 1, 0, 1, 1, 10
1416, 2013, 57.31140538077307, 1, 0, 0, 1, 23
1366, 2012, 58.153409284167054, 0, 0, 0, 1, 17
1107, 2013, 68.29861715385276, 1, 0, 1, 1, 24
1373, 2012, 49.38420071561371, 1, 0, 0, 0, 13
1524, 2013, 58.62496970757046, 1, 0, 0, 0, 15
1129, 2013, 49.228377224732256, 1, 0, 0, 0, 17
1219, 2012, 51.6338462347195, 1, 0, 0, 0, 13
1240, 2012, 63.58284158724022, 1, 0, 0, 1, 27
1202, 2012, 28.904121115795242, 1, 0, 0, 1, 10
1518, 2013, 57.75466677913518, 1, 0, 0, 0, 12
1205, 2013, 47.77031382001419, 1, 0, 1, 0, 27
1385, 2012, 55.94953243498004, 1, 0, 1, 1, 19
1281, 2012, 42.57318906799207, 1, 0, 0, 0, 27
1210, 2013, 48.46148117731683, 1, 0, 0, 1, 10
1598, 2012, 64.42368969646307, 1, 0, 0, 1, 18
1324, 2012, 39.578572180713856, 1, 0, 0, 1, 10
1018, 2012, 67.25542264787947, 1, 0, 1, 0, 19
1291, 2013, 55.720144612949575, 1, 0, 0, 0, 15
1215, 2012, 57.585800623037045, 1, 0, 1, 0, 26
1015, 2012, 45.59130644428393, 1, 0, 0, 1, 10
1460, 2012, 44.66522824241347, 1, 0, 0, 1, 17
1293, 2012, 35.41237607265279, 1, 0, 1, 0, 21
1140, 2012, 49.335628683307235, 1, 0, 0, 1, 14
1467, 2012, 55.472171622028895, 1, 0, 0, 0, 13
1410, 2012, 49.12604093756227, 1, 0, 1, 0, 23
1426, 2012, 66.3493278423647, 1, 0, 0, 1, 28
1276, 2012, 51.67239929907639, 1, 0, 0, 1, 10
1184, 2012, 40.53562565955289, 1, 0, 1, 0, 25
1286, 2013, 62.52676150610157, 1, 0, 0, 1, 10
1554, 2013, 64.26582424060118, 1, 0, 1, 1, 28
1033, 2013, 50.69540493539867, 1, 0, 0, 0, 19
1436, 2012, 23.657867856620747, 1, 0, 0, 0, 14
1290, 2012, 50.59016948169578, 1, 0, 0, 1, 19
1353, 2012, 68.1659852497251, 1, 0, 0, 1, 10
1135, 2013, 50.97643937551665, 1, 0, 0, 1, 10
1299, 2013, 51.90947498835318, 1, 0, 0, 1, 10
1464, 2012, 55.876832667720876, 0, 0, 1, 1, 22
1271, 2012, 65.35218945328509, 1, 0, 1, 1, 28
1457, 2013, 64.23712768516559, 1, 0, 0, 0, 22
1566, 2012, 62.0277123936463, 1, 0, 0, 1, 10
1597, 2013, 63.46740188734234, 1, 0, 1, 1, 16
1577, 2012, 41.91759292623142, 1, 0, 0, 1, 10
1490, 2013, 42.45214613483264, 1, 0, 0, 1, 10
1243, 2012, 65.91347081411949, 1, 0, 0, 1, 18
1426, 2013, 69.92334234063492, 1, 0, 0, 1, 28
1219, 2013, 45.840256512881965, 1, 0, 0, 0, 13
1418, 2012, 65.2255170621091, 1, 0, 1, 0, 11
1307, 2013, 44.095709093997044, 1, 0, 0, 1, 28
1011, 2012, 39.23280435397247, 1, 0, 1, 1, 10
1176, 2012, 61.799626269174695, 1, 0, 1, 1, 10
1276, 2013, 48.943067796195386, 1, 0, 0, 1, 10
1246, 2013, 30.35361657805249, 1, 0, 0, 0, 11
1074, 2013, 47.28286830139025, 0, 0, 0, 1, 15
1159, 2013, 62.70348705250364, 1, 0, 0, 1, 20
1389, 2012, 44.47046601288464, 1, 0, 0, 1, 25
1232, 2012, 61.5098927057193, 1, 0, 1, 1, 10
1550, 2012, 49.621589058145354, 0, 0, 0, 1, 17
1136, 2012, 38.31660382636389, 1, 0, 1, 0, 12
1284, 2013, 47.22839808432326, 1, 0, 0, 1, 13
1615, 2012, 83.20542165570822, 1, 0, 1, 1, 10
1630, 2013, 38.49743966847021, 1, 0, 0, 1, 25
1521, 2012, 34.38299198567024, 1, 0, 0, 1, 10
1268, 2013, 37.52212241495932, 1, 0, 1, 1, 10
1061, 2013, 34.34275679153026, 1, 0, 0, 0, 11
1349, 2012, 65.21828998006413, 1, 0, 1, 1, 28
1534, 2012, 48.75457004954696, 1, 0, 1, 1, 19
1487, 2013, 58.109856037062706, 1, 0, 0, 0, 27
1359, 2012, 67.87769195551208, 1, 0, 0, 0, 12
1334, 2013, 35.91924151669966, 0, 0, 0, 0, 24
1269, 2012, 55.60450195830129, 0, 0, 0, 1, 26
1605, 2012, 70.60974143922942, 1, 0, 0, 0, 14
1247, 2013, 50.634674591363286, 0, 0, 0, 1, 14
1069, 2012, 54.11098925785468, 1, 0, 0, 0, 13
1359, 2013, 63.589672584482, 1, 0, 0, 0, 12
1562, 2013, 50.09278639314066, 0, 0, 1, 1, 15
1045, 2013, 45.64852053878857, 1, 0, 0, 0, 15
1616, 2012, 54.32543113100917, 1, 0, 0, 1, 10
1017, 2012, 55.10011835446669, 1, 0, 0, 0, 11
1421, 2013, 63.583228241481926, 0, 0, 0, 0, 27
1417, 2012, 49.931213923465855, 1, 0, 0, 0, 27
1290, 2013, 46.82302858646817, 1, 0, 0, 1, 19
1634, 2012, 70.48090620775795, 1, 0, 1, 1, 10
1200, 2012, 59.18604994115199, 0, 0, 0, 0, 11
1492, 2012, 48.10385925122464, 1, 0, 1, 1, 12
1126, 2012, 49.29795267736696, 1, 0, 1, 1, 26
1270, 2013, 41.53092028692616, 0, 0, 0, 1, 22
1037, 2012, 29.716026822293383, 1, 0, 0, 0, 22
1638, 2013, 57.07172333499273, 1, 0, 1, 0, 20
1560, 2012, 44.02947003514709, 1, 0, 0, 0, 20
1395, 2013, 43.696467339601924, 0, 0, 0, 0, 27
1280, 2013, 53.41286643954204, 1, 0, 0, 1, 13
1533, 2012, 41.30079939740556, 1, 0, 0, 1, 21
1170, 2013, 43.41772149477079, 1, 0, 0, 0, 14
1155, 2013, 46.23162030144715, 1, 0, 0, 1, 11
1380, 2012, 47.31874182030791, 0, 0, 0, 0, 18
1002, 2013, 45.82372216120574, 0, 0, 0, 0, 13
1091, 2012, 38.4362582302394, 1, 0, 0, 0, 21
1383, 2012, 26.496654215560763, 1, 0, 0, 1, 18
1096, 2012, 67.41000315440375, 1, 0, 1, 1, 12
1042, 2013, 33.02551656437676, 1, 0, 0, 0, 26
1287, 2013, 49.49904181711248, 1, 0, 0, 0, 11
1580, 2013, 54.68810841672876, 0, 0, 1, 1, 19
1077, 2013, 59.70027439423338, 1, 0, 1, 1, 10
1369, 2013, 56.52130409760016, 1, 0, 0, 0, 27
1430, 2013, 58.0161733572795, 0, 0, 1, 1, 26
1075, 2013, 68.39304639364812, 1, 0, 1, 0, 28
1549, 2012, 54.136586536887336, 0, 0, 0, 0, 24
1627, 2013, 49.10999525331128, 1, 0, 0, 1, 24
1368, 2012, 41.303093578037746, 1, 0, 0, 1, 11
1470, 2012, 53.45518491008912, 1, 0, 0, 0, 25
1443, 2013, 54.33875835719315, 1, 0, 0, 1, 24
1386, 2013, 28.155213723175997, 1, 0, 0, 1, 12
1012, 2012, 43.90901239275733, 1, 0, 1, 0, 16
1358, 2012, 48.89071688371258, 1, 0, 0, 0, 13
1406, 2013, 54.87199965321639, 1, 0, 1, 1, 15
1186, 2013, 53.669241227426035, 1, 0, 0, 1, 28
1218, 2013, 45.6750380851973, 1, 0, 0, 1, 12
1377, 2012, 61.63784894501064, 1, 0, 1, 1, 10
1394, 2012, 74.11117766161928, 1, 0, 1, 0, 16
1361, 2012, 31.239117867286083, 1, 0, 0, 1, 20
1159, 2012, 57.427685547892324, 1, 0, 0, 1, 20
1030, 2012, 37.885146282157464, 1, 0, 1, 0, 24
1030, 2013, 39.61511664071804, 1, 0, 1, 0, 24
1237, 2013, 42.98653227662836, 1, 0, 1, 0, 24
1467, 2013, 53.18098460369882, 1, 0, 0, 0, 13
1038, 2013, 46.99773529154239, 1, 0, 1, 0, 20
1466, 2013, 56.3943280503589, 1, 0, 1, 1, 10
1131, 2013, 47.546135796412344, 1, 0, 1, 0, 19
1362, 2013, 33.01059097452533, 1, 0, 0, 1, 12
1349, 2013, 61.327233752112384, 1, 0, 1, 1, 28
1035, 2013, 30.757070898448944, 1, 0, 1, 1, 17
1204, 2012, 41.45581143956364, 1, 0, 0, 1, 19
1041, 2013, 48.95251729986806, 1, 0, 1, 0, 23
1080, 2013, 55.1719841442825, 1, 0, 1, 0, 22
1164, 2013, 51.61034761557191, 1, 0, 1, 1, 10
1101, 2012, 65.74710133706577, 1, 0, 0, 0, 11
1301, 2012, 46.3182865443414, 1, 0, 0, 1, 10
1601, 2013, 74.29386858805992, 1, 0, 1, 1, 22
1463, 2013, 45.72894726256952, 1, 0, 0, 1, 10
1205, 2012, 48.04184535530372, 1, 0, 1, 0, 27
1031, 2012, 50.06352467671262, 0, 0, 0, 1, 22
1547, 2013, 41.57281574557292, 1, 0, 0, 1, 11
1227, 2012, 27.534939687850624, 0, 0, 0, 1, 20
1385, 2013, 53.996516595494064, 1, 0, 1, 1, 19
1026, 2012, 65.46513910186971, 1, 0, 0, 0, 24
1344, 2013, 40.55531085533736, 1, 0, 0, 0, 25
1338, 2013, 43.300889060304506, 1, 0, 0, 0, 19
1546, 2013, 52.95999239733379, 1, 0, 0, 1, 20
1401, 2013, 43.77797339450997, 1, 0, 1, 1, 26
1095, 2012, 55.423818673934754, 1, 0, 0, 1, 23
1296, 2013, 43.88743559052385, 1, 0, 0, 0, 14
1016, 2012, 58.87371393934083, 1, 0, 0, 0, 15
1501, 2012, 27.157153128939836, 1, 0, 0, 1, 23
1307, 2012, 49.46044984513003, 1, 0, 0, 1, 28
1583, 2013, 39.97295002896552, 0, 0, 0, 1, 13
1434, 2012, 71.62318438226312, 1, 0, 0, 1, 14
